,ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
901,db9884427d4df4d230d2553fa37f3596,30.0,,Spain,"arts, entertainment, sports, or media",Employed for wages,,male,24000.0,start your own business,,Spanish,,bachelor's degree,
902,b1d531d4362bd1a5cba175adb7998fca,28.0,,Romania,software development and IT,Employed for wages,,male,,,,Romanian,,bachelor's degree,
903,0f7948d5971dc5d221269e8abe8df870,41.0,2.0,Italy,education,Employed for wages,,male,150000.0,freelance ,,Italian,married or domestic partnership,Ph.D.,
904,1110b23062781c5bafd44e03cf7135ba,66.0,2.0,United Kingdom,,Retired,,male,,freelance ,,English,married or domestic partnership,"some college credit, no degree",
905,a925db9d021bd2bbc34b48c09dbce603,35.0,1.0,United States of America,education,Employed for wages,,male,25000.0,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,associate's degree,
906,a2b40999ebc261c3ebd61b9c2ea52899,27.0,,United Kingdom,office and administrative support,Employed for wages,25000.0,female,27000.0,work for a medium-sized company,  User Experience Designer,English,,bachelor's degree,
907,283d05a4c2f9839cbf07d692faa38f82,28.0,,United Kingdom,office and administrative support,Employed for wages,40000.0,male,43200.0,work for a multinational corporation,  Data Scientist / Data Engineer,English,,"some college credit, no degree",
908,438521bf311359d4525722916a587b37,22.0,,India,,Not working but looking for work,,male,,start your own business,,Hindi,,some high school,
909,6b5a429f1b1d2b888baad7ae989333e1,54.0,1.0,Spain,,Not working but looking for work,,male,,freelance ,,,widowed,high school diploma or equivalent (GED),
910,bb96bcd9ef4d555f79a184a857e7c091,27.0,,United Kingdom,,Not working but looking for work,36000.0,male,,work for a medium-sized company,Full-Stack Web Developer,English,,high school diploma or equivalent (GED),
911,a7593b8706bbf17e7a5d03eac7417c84,27.0,,Germany,,Not working but looking for work,,male,,start your own business,,German,,"some college credit, no degree",
912,385bc570633f1bfa4803a1770149695d,18.0,,Belgium,,Not working but looking for work,,female,,freelance ,,Polish,,"some college credit, no degree",
913,457daa481f4788e747d7bc018c237d81,33.0,,Germany,,,60000.0,male,,work for a startup,Full-Stack Web Developer,German,,"trade, technical, or vocational training",25000.0
914,365e20e461b79650a6277e541fb60614,29.0,,Spain,sales,Employed for wages,20000.0,male,12000.0,work for a startup,  Data Scientist / Data Engineer,Spanish,,bachelor's degree,
915,979753001e7a759517a6fb5cc863b415,57.0,2.0,"Netherlands (Holland, Europe)",,A stay-at-home parent or homemaker,,male,,freelance ,,Dutch,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
916,4913c2febd52df6b0860a7bad1136ca4,28.0,,Ukraine,software development and IT,Employed for wages,,male,11000.0,,,Russian,,master's degree (non-professional),
917,aa85aeb1446e81a41d12996219813061,31.0,,India,software development and IT,Employed for wages,,male,25000.0,,,Hindi,,bachelor's degree,
918,bda84ea970cb55d5806fb4f4f984dbb8,28.0,,United States of America,,Not working but looking for work,,male,,freelance ,,Spanish,,bachelor's degree,
919,17e8d15fe26ff5df5a3820fa82a772ed,30.0,,Italy,finance,Employed for wages,,male,50000.0,start your own business,,Italian,"single, never married",master's degree (non-professional),
920,2cfdbc5008a8059c99ce34f68a4c161e,43.0,,Spain,"arts, entertainment, sports, or media",Employed for wages,,male,35000.0,freelance ,,Spanish,,master's degree (non-professional),
921,fb3803f9d5d3c43a70138aadef8bd00a,37.0,2.0,United States of America,software development and IT,Self-employed business owner,,male,43000.0,start your own business,,English,married or domestic partnership,"some college credit, no degree",45000.0
922,b71e922cf23f744c670c86286af58785,23.0,,Italy,software development and IT,Self-employed business owner,,male,25000.0,,,Italian,,high school diploma or equivalent (GED),
923,5e2aa278833ca754a313810c260c1f50,27.0,,Argentina,software development and IT,Employed for wages,,male,14500.0,start your own business,,Spanish,,"some college credit, no degree",
924,90aefd3b97be623c29975b6ac5d8cd18,30.0,,India,,Not working but looking for work,,male,,start your own business,,Tamil,,bachelor's degree,1000.0
925,7ec397b31c6e886550b0da7b6e866ea7,25.0,,United States of America,health care,Employed for wages,,male,22000.0,start your own business,,English,,"trade, technical, or vocational training",5000.0
926,c14c78ddc4879f8545c7fab8512755f9,26.0,,Ukraine,software development and IT,Employed for wages,,male,24000.0,,,Russian,"single, never married",bachelor's degree,
927,0bb1b2292ed7cf6e5dbdfffa0a30521b,21.0,,,,Not working but looking for work,,male,,,,English,,"some college credit, no degree",
928,72b474662f2b2265603d0fd80184bf15,35.0,,Portugal,,Employed for wages,50000.0,male,90000.0,work for a medium-sized company,  Data Scientist / Data Engineer,Portuguese,,master's degree (non-professional),
929,609c49d53cbc340f262fde2e7c9f00d5,23.0,,Germany,software development and IT,Employed for wages,,male,30000.0,start your own business,,Russian,,"some college credit, no degree",
930,8bfdfbe1aa6b40b03e458bf870c27d3c,22.0,,France,"arts, entertainment, sports, or media",Employed for wages,,male,14000.0,,,French,,master's degree (non-professional),10000.0
931,5ce61874b058373e7a73db8855668467,34.0,2.0,India,health care,Employed for wages,10000.0,male,10000.0,work for a startup,  Data Scientist / Data Engineer,Tamil,married or domestic partnership,Ph.D.,
932,7f7633fc8840f345dffd18ca4b071191,29.0,,United Kingdom,education,Self-employed freelancer,,male,28000.0,freelance ,,English,,master's degree (non-professional),
933,3c142e872b26b20cc1b63a8d7981b49a,19.0,,Denmark,,Doing an unpaid internship,60000.0,male,,work for a medium-sized company,  Front-End Web Developer,Swedish,,high school diploma or equivalent (GED),
934,7dc86aea274d6b386c2fd737681012ce,23.0,,Malaysia,education,Self-employed business owner,24000.0,male,10000.0,work for a startup,  Front-End Web Developer,Malay Bhasa Indonesia,,some high school,17000.0
935,a8be86b6fb88675593097188fdecd6d7,35.0,,Finland,,Not working but looking for work,27000.0,female,,work for a medium-sized company,  Front-End Web Developer,,,master's degree (non-professional),
936,ea1f105dd68bd802d5491116b7a09c6c,19.0,,Slovakia,,Not working and not looking for work,,male,,start your own business,,,,high school diploma or equivalent (GED),40000.0
937,ef629991c2f9691bc50075f3b7af4561,37.0,,France,software development and IT,Self-employed business owner,,female,,,,French,,bachelor's degree,
938,c725bfa09b4ce533ff11da091ca61ffe,19.0,,Pakistan,,Not working but looking for work,120000.0,male,,work for a multinational corporation,  Data Scientist / Data Engineer,Sindhi,,some high school,
939,db17ecf586d346b76a0d8104c9ad072d,44.0,2.0,United Kingdom,software development and IT,Employed for wages,40000.0,male,45000.0,work for a multinational corporation,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,
940,0bfded3a38206996dd5e0afd3b5bf607,30.0,,Portugal,software development and IT,Employed for wages,,male,10000.0,,,Portuguese,,Ph.D.,
941,86d0473af555dc594312a2e98bbba8ce,25.0,,Czech Republic,software development and IT,Employed for wages,,male,,,,Czech,"single, never married",bachelor's degree,
942,2353bb4f0a6866b2d811a6a21f18ed95,28.0,,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,,genderqueer,45332.0,,,English,"single, never married",master's degree (non-professional),
943,191970be8bda3984bfbf8162913c501b,33.0,,United States of America,,Doing an unpaid internship,,female,,,,English,,master's degree (non-professional),190000.0
944,1bbedc478029ec84990c798ffccd7143,29.0,,Somalia,,Not working but looking for work,,male,,start your own business,,Somali,,associate's degree,
945,875d3452932f2c5a628ee9754b4ff49f,32.0,,Austria,sales,Employed for wages,,male,100000.0,start your own business,,German,,master's degree (non-professional),
946,050e6c4b30d0dff627f7d99dce5e3f51,38.0,3.0,United States of America,education,Employed for wages,,male,30000.0,start your own business,,English,married or domestic partnership,bachelor's degree,
947,b61189ab82bf2b96fceec1f96d79e1cb,,,,,Not working but looking for work,60000.0,male,,work for a multinational corporation,Full-Stack Web Developer,English,,"some college credit, no degree",
948,e9cc87d93756451836d88247b46f96d9,40.0,,Sweden,construction and extraction,Employed for wages,20000.0,male,25000.0,work for a medium-sized company,Back-End Web Developer,Swedish,,"some college credit, no degree",
949,20c7f088c698d05718767f2354cf2d6f,,,Italy,,,,,,work for a startup,Full-Stack Web Developer,,,,
950,697f3256ac538e98b45e482d906a9e01,22.0,,Belgium,software development and IT,Self-employed freelancer,70000.0,female,15000.0,work for a startup,  Data Scientist / Data Engineer,French,,"some college credit, no degree",55000.0
951,b23ee4ec84398d1400b04857c02f1ae0,19.0,,India,software development and IT,Self-employed freelancer,16000.0,male,,work for a multinational corporation,  DevOps / SysAdmin,Hindi,,bachelor's degree,
952,3527fc32e343773112a43bd00576a6cc,50.0,,Spain,"arts, entertainment, sports, or media",Self-employed freelancer,,female,9000.0,freelance ,,Spanish,,Ph.D.,
953,279bcd226c7c009c5f4b9a2e1f5dd271,31.0,1.0,Germany,,,38000.0,male,,work for a medium-sized company,Full-Stack Web Developer,German,married or domestic partnership,bachelor's degree,15000.0
954,c4fbdb3310ceb47f156939b721116db3,,,United Kingdom,software development and IT,Employed for wages,,male,,,,English,,some high school,
955,a333f7e760487ef68dd4f6ac42b6d031,20.0,,Spain,,,20000.0,female,,work for a medium-sized company,Full-Stack Web Developer,Spanish,,high school diploma or equivalent (GED),
956,522745926bf14edcbb155521ff1c2cec,35.0,,Argentina,software development and IT,Self-employed freelancer,,male,35000.0,freelance ,,Spanish,married or domestic partnership,"trade, technical, or vocational training",
957,ae4cc367651c213bf4b14081852ed26d,30.0,,Hong Kong,software development and IT,Employed for wages,,male,40000.0,,,Yue (Cantonese) Chinese,"single, never married",master's degree (non-professional),22000.0
958,57df0dd02db3b7382dbcb69d95d46984,35.0,,Italy,software development and IT,Employed for wages,,male,30000.0,,,French,married or domestic partnership,master's degree (non-professional),
959,2d744b21290b09ac814851e1e557b387,17.0,,Pakistan,,Not working and not looking for work,,male,,freelance ,,Urdu,,high school diploma or equivalent (GED),
960,990c62f0cc828c066f8cb4c4997ed44b,50.0,3.0,Great Britain,health care,Employed for wages,,female,,freelance ,,English,married or domestic partnership,bachelor's degree,
961,62e07842a7caaf3643449b4ef80c5d3d,56.0,3.0,France,software development and IT,Self-employed freelancer,,male,20000.0,,,French,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
962,28a93d0299ee7291d77145d2a50cb6e3,20.0,,India,,,,male,,start your own business,,Hindi,,"some college credit, no degree",20000.0
963,aecdf8e93b97bbfdc1998f8633b43136,37.0,2.0,France,software development and IT,Employed for wages,,male,,,,French,married or domestic partnership,bachelor's degree,
964,f24e79d1648b9175f1b0a065e191aa77,31.0,,Australia,software development and IT,Employed for wages,,male,50000.0,,,English,,bachelor's degree,7500.0
965,f74cdde5b9137be57cf44fd108c79555,30.0,,Switzerland,transportation,Employed for wages,100000.0,male,65000.0,work for a medium-sized company,  Front-End Web Developer,French,,high school diploma or equivalent (GED),70000.0
966,840e780df86883b78d9949050514708c,32.0,,Hungary,software development and IT,Employed for wages,,male,12345.0,,,Hungarian,,"professional degree (MBA, MD, JD, etc.)",
967,b8a1dbe941f8c0320869939e347c76c7,38.0,,Russia,,Not working but looking for work,30000.0,male,,work for a medium-sized company,  Quality Assurance Engineer,Russian,,,
968,afee072dfa6034a55945016ac556c2f1,22.0,,Philippines,software development and IT,Self-employed freelancer,,male,6000.0,freelance ,,Cebuano (Visayan),"single, never married",bachelor's degree,
969,2b6f48148e8391baedf80f3d5649ba39,31.0,1.0,Poland,finance,Employed for wages,15000.0,male,11500.0,work for a medium-sized company,Full-Stack Web Developer,Polish,married or domestic partnership,high school diploma or equivalent (GED),
970,176b73123cd573670fa5db6f13d07a03,42.0,,Ethiopia,,Not working and not looking for work,70000.0,trans,,work for a multinational corporation,Full-Stack Web Developer,French,,"some college credit, no degree",
971,7d44d4a8625979eef17aa7095402c9b8,22.0,,"Netherlands (Holland, Europe)",,Not working but looking for work,25000.0,male,,work for a startup,  Data Scientist / Data Engineer,Dutch,,"some college credit, no degree",15000.0
972,90b854fbe03fef5ecb457e986069bb86,24.0,,United States of America,health care,Employed for wages,,male,8000.0,start your own business,,English,,"some college credit, no degree",28000.0
973,76f4be76af20ebda7aa87bec7816559e,30.0,,United States of America,software development and IT,Employed for wages,65000.0,male,46000.0,work for a multinational corporation,Full-Stack Web Developer,English,,bachelor's degree,40000.0
974,bd21e9d7dfeef5fb4099f14bd592aeaf,26.0,,Israel,,Not working but looking for work,,male,,start your own business,,,,"some college credit, no degree",
975,7681a036e1fbaad66dceca9f336bd855,45.0,2.0,Croatia,software development and IT,Self-employed business owner,,male,20000.0,,,Serbo-Croatian,married or domestic partnership,bachelor's degree,
976,b90be336942ebd3ad99b114ea34548fc,,,Germany,,,,,,work for a medium-sized company,Full-Stack Web Developer,,,"some college credit, no degree",
977,2e50111ab502ae7d22747ffcbdfdf273,39.0,,India,,Not working but looking for work,,male,,freelance ,,Malayalam,,bachelor's degree,
978,b4b0fdc2e23a534bd2ac9e2a89671fed,26.0,,Venezuela,software development and IT,Employed for wages,,male,50000.0,,,Spanish,married or domestic partnership,bachelor's degree,
979,ed582d5756d941e3bda3d8d8e0c9d533,43.0,,United States of America,"arts, entertainment, sports, or media",Employed for wages,60000.0,female,50000.0,work for a medium-sized company,  Front-End Web Developer,English,,bachelor's degree,
980,3e77f2d436435978497367c3192280e0,23.0,,India,software development and IT,Employed for wages,,male,10550.0,,,Gujarati,"single, never married",bachelor's degree,
981,9bb2a0440c5f69b9c32ae53649da560f,34.0,2.0,United Kingdom,software development and IT,Employed for wages,,male,33136.0,,,English,married or domestic partnership,no high school (secondary school),
982,172555176ab65cc9fa272151f6f5e2b5,31.0,,,,,55000.0,female,,work for a medium-sized company,Back-End Web Developer,,,bachelor's degree,
983,8c1d94dc3be9b4fb7f5e3fdc7f5c8a1e,31.0,,United Kingdom,software development and IT,Employed for wages,,female,,,,English,,bachelor's degree,
984,c125e6891ea94771ab04ea145c83aa31,20.0,,Germany,software development and IT,Employed for wages,,male,,,,German,,"trade, technical, or vocational training",
985,a671b7b42672df57f1003c0ced465366,31.0,,Spain,software development and IT,Employed for wages,,male,,,,Spanish,,some high school,
986,afdf2b34014abdfa8fae6feda0b0b943,31.0,,Poland,software development and IT,Employed for wages,30000.0,male,25000.0,work for a medium-sized company,  Data Scientist / Data Engineer,Polish,married or domestic partnership,master's degree (non-professional),
987,3e8f17ec63ae367fc7ec9a8efa973e6a,30.0,1.0,India,software development and IT,Employed for wages,,male,60000.0,,,Tamil,married or domestic partnership,bachelor's degree,
988,4230178fc150dc2b20dada9f6acdf3b4,27.0,,India,software development and IT,Employed for wages,,male,7917.0,,,Tamil,married or domestic partnership,bachelor's degree,
989,d00abafbd359bee0ad5bbdf2f78815d6,25.0,,United Kingdom,food and beverage,Employed for wages,,male,6000.0,start your own business,,English,,"some college credit, no degree",3000.0
990,c18f85b56efabb18fd8a53430581bcb9,25.0,,Italy,,Not working but looking for work,,female,,freelance ,,Italian,,high school diploma or equivalent (GED),
991,92a9341fdbfe795c209ba2fbdadfd188,30.0,,Poland,,Unable to work,11000.0,male,,work for a medium-sized company,Full-Stack Web Developer,Polish,,high school diploma or equivalent (GED),
992,95e6add9f4d24f88ac5c8a1310060259,47.0,1.0,United States of America,software development and IT,Self-employed freelancer,,male,97000.0,,,English,divorced,"trade, technical, or vocational training",22000.0
993,f7068b8670a8d84143899f3ad32ea10a,33.0,,Norway,,A stay-at-home parent or homemaker,,female,,start your own business,,Mandarin Chinese,,master's degree (non-professional),
994,40e661e4752ae85d8a374691e012bb3a,41.0,,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,70000.0,male,60000.0,work for a medium-sized company,  DevOps / SysAdmin,Dutch,married or domestic partnership,bachelor's degree,
995,347a52b64a651e948e6a05f07bbc5b26,35.0,,Serbia,software development and IT,Employed for wages,,male,,,,Serbo-Croatian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
996,d9cb79e9bd84f04a68121ff672d68130,19.0,,Romania,,Not working but looking for work,9000.0,male,,work for a medium-sized company,  Mobile Developer,,,high school diploma or equivalent (GED),
997,f51daa5c5cdbea79cc335d0adac501ad,25.0,,Belgium,office and administrative support,Employed for wages,,male,30000.0,start your own business,,French,,bachelor's degree,
998,216a7b93c6ddaec0f061444ad13770f5,28.0,1.0,United States of America,,Employed for wages,50000.0,male,60000.0,work for a startup,Back-End Web Developer,English,married or domestic partnership,"some college credit, no degree",5500.0
999,e0124cf3437d87468d8da0d6bcb788c1,39.0,4.0,United States of America,sales,Self-employed freelancer,,male,21000.0,freelance ,,English,married or domestic partnership,"trade, technical, or vocational training",
1000,94a784bee79643a82285bda00977d2f7,28.0,,Serbia,software development and IT,Employed for wages,,male,12600.0,,,Serbo-Croatian,,bachelor's degree,
1001,57d471dcafa4ac850cc6037d6134fced,28.0,,France,software development and IT,Employed for wages,100000.0,male,40000.0,work for a medium-sized company,Full-Stack Web Developer,French,,bachelor's degree,7500.0
1002,1b3080515be83a6ce3e6c511f8ec958c,27.0,,Italy,,Not working and not looking for work,,male,,,,Italian,,high school diploma or equivalent (GED),
1003,ba1025ed07d53e966ee58f4a63d42c3a,26.0,,Poland,education,Employed for wages,50000.0,female,9361.0,work for a medium-sized company,  User Experience Designer,Polish,,"professional degree (MBA, MD, JD, etc.)",
1004,336da5fea453c7272cc710aa95aecfc7,40.0,,United Kingdom,sales,Self-employed business owner,,male,,freelance ,,English,,"some college credit, no degree",
1005,2f09a3e25a72dbf47cae9147bac6cdc7,27.0,,Slovakia,software development and IT,Self-employed freelancer,,male,6000.0,,,Slovene,,master's degree (non-professional),
1006,b5c8301f45a9697f9ce49c79770b82f8,32.0,1.0,Taiwan,software development and IT,Employed for wages,,male,33000.0,,,Mandarin Chinese,married or domestic partnership,master's degree (non-professional),
1007,20c09106d4566c07eab5393220238ed3,40.0,2.0,New Zealand,,Employed for wages,,male,,,,English,married or domestic partnership,bachelor's degree,
1008,dfdb0fa3063688cda1f40e410f5bb871,37.0,,France,"arts, entertainment, sports, or media",Self-employed business owner,,male,50000.0,start your own business,,French,married or domestic partnership,Ph.D.,
1009,49e9b432b76fb1c787c18893b8cc82fd,25.0,,Slovakia,software development and IT,Employed for wages,,male,14000.0,,,Slovene,"single, never married",high school diploma or equivalent (GED),
1010,4f625e0aa61c66b0ea544d0fcae0c005,26.0,,Romania,software development and IT,Employed for wages,120000.0,male,8000.0,work for a startup,Back-End Web Developer,Romanian,,bachelor's degree,
1011,6ca7564749f7cd21ae66de010c1217e6,18.0,,Sri Lanka,,,80000.0,male,,work for a medium-sized company,Full-Stack Web Developer,Tamil,,no high school (secondary school),
1012,54ecc03295d11eacd181a9648e5774d9,36.0,,Greece,,Self-employed freelancer,,male,24000.0,freelance ,,Greek,,master's degree (non-professional),
1013,9898651e2fd2044b9e29de4a4ce12172,20.0,,India,,Not working and not looking for work,,male,,freelance ,,Hindi,,bachelor's degree,
1014,0de4999976fb0fd97f88133a220415b0,,,Egypt,,Not working but looking for work,,male,,start your own business,,Arabic,,bachelor's degree,
1015,ed14c0a9942912908b545a8675cb8931,23.0,,Senegal,software development and IT,Self-employed freelancer,,male,,,,,,bachelor's degree,
1016,2c2f74a829ae5a02d82fc83c6e1088b5,31.0,,Taiwan,software development and IT,Employed for wages,,male,,,,,,bachelor's degree,
1017,da8df08a2b2e77779b3620d1422042f4,25.0,,Gambia,,,,male,,,,,"single, never married",bachelor's degree,
1018,099de610ce9f55eaf7f8edd0d861ac68,24.0,,Ireland,,Doing an unpaid internship,40000.0,male,,work for a startup,Full-Stack Web Developer,English,,"trade, technical, or vocational training",
1019,e448dabf4d751e8b5edfa2363f7e2e41,27.0,,Ukraine,software development and IT,Employed for wages,12000.0,male,9500.0,work for a multinational corporation,Full-Stack Web Developer,Russian,,bachelor's degree,
1020,975852692783bcabb790b15f6fb73008,24.0,,Russia,software development and IT,Employed for wages,,male,20000.0,freelance ,,Russian,,master's degree (non-professional),
1021,774451f8b8630a544e2826b626027653,28.0,,Sweden,finance,Employed for wages,,female,38000.0,start your own business,,Swedish,married or domestic partnership,bachelor's degree,
1022,a800ba82e7419f335a100504a86d2a78,33.0,,France,software development and IT,Employed for wages,,male,50000.0,,,French,,master's degree (non-professional),
1023,1aa04a090754b71e2ab51f47fdc9aedc,23.0,,United Kingdom,"arts, entertainment, sports, or media",Employed for wages,40000.0,male,20000.0,work for a multinational corporation,  DevOps / SysAdmin,English,,bachelor's degree,
1024,ba63fcf535ce7b8f5c753df497afdc44,25.0,,Germany,software development and IT,Employed for wages,45000.0,male,35000.0,work for a startup,  Product Manager,German,,bachelor's degree,
1025,b09399282d5af13902120451a79516ce,34.0,,Germany,,Employed for wages,60000.0,male,75000.0,work for a medium-sized company,Full-Stack Web Developer,German,,master's degree (non-professional),
1026,5153444acd132aff308b74d7c99373a1,20.0,,India,,Doing an unpaid internship,60000.0,male,,work for a multinational corporation,  Mobile Developer,Hindi,,bachelor's degree,
1027,e76c1b7a95f22cc0074bcf2d2a79555c,28.0,,Ukraine,,Not working and not looking for work,10000.0,male,,work for a medium-sized company,Full-Stack Web Developer,Russian,,some high school,
1028,d868c76c1ebd485ef21d5f1f8e39289a,23.0,,United Kingdom,,Not working but looking for work,50000.0,male,,work for a medium-sized company,Full-Stack Web Developer,English,,bachelor's degree,70000.0
1029,ca0690ffcd895498b56bdcade1cfdc14,29.0,1.0,Russia,software development and IT,Self-employed freelancer,,male,12000.0,,,Russian,married or domestic partnership,bachelor's degree,
1030,131149b4bef7e57ac5d5cdf4217ee975,28.0,,France,,Doing an unpaid internship,,male,,,,English,,"some college credit, no degree",
1031,9defb32c66ec4d7c8ae11f0fbe60b495,58.0,,United States of America,software development and IT,Self-employed business owner,,male,65000.0,freelance ,,English,,bachelor's degree,
1032,53cb0be34f26b085c0b930ab0695b55e,30.0,,Afghanistan,,,120000.0,male,,work for a multinational corporation,Full-Stack Web Developer,Persian,,bachelor's degree,
1033,c07711c58a41c074293d2c447c111c52,15.0,,United Kingdom,,Unable to work,40000.0,male,,work for a startup,  Front-End Web Developer,English,,some high school,
1034,f38927499525bd1b527e604692556e23,27.0,,Spain,,Not working but looking for work,,male,,start your own business,,Spanish,,"trade, technical, or vocational training",
1035,12a698de53b5bda094450fe215d525e0,48.0,,United States of America,,Not working but looking for work,65000.0,female,,work for a medium-sized company,  Data Scientist / Data Engineer,English,married or domestic partnership,bachelor's degree,52000.0
1036,ab09e62e98a428a4ce6ba5dc89982a8f,25.0,,India,software development and IT,Employed for wages,,male,,,,Tamil,"single, never married",bachelor's degree,
1037,75f4871a2c55721bc154e6aa04e8526c,20.0,,Pakistan,,Not working but looking for work,,male,,start your own business,,Urdu,,some high school,
1038,c365d3464ed29272a21da9e5c2d3380e,30.0,,India,software development and IT,Employed for wages,,male,25000.0,,,Kannada,married or domestic partnership,bachelor's degree,
1039,4b8b866d6a595bcf104a120b8fd6b2c7,27.0,,Brazil,office and administrative support,Employed for wages,65000.0,,35000.0,work for a multinational corporation,  DevOps / SysAdmin,Portuguese,,bachelor's degree,
1040,fd784548871aa3ea3cebd094d3a06274,18.0,,Sweden,,Unable to work,44000.0,male,,work for a medium-sized company,Full-Stack Web Developer,Swedish,,high school diploma or equivalent (GED),
1041,d7699d0327aa95cd66db96e6296ab156,18.0,,Pakistan,,,,male,,start your own business,,Urdu,,high school diploma or equivalent (GED),
1042,d2a24f1eabbc4d27cb39617e287c4e40,32.0,1.0,Serbia,health care,Employed for wages,15000.0,male,10000.0,work for a multinational corporation,  Product Manager,Serbo-Croatian,married or domestic partnership,master's degree (non-professional),
1043,13561f51c71fe76e13667fbd691f28c0,30.0,,United Kingdom,sales,Employed for wages,30000.0,female,21500.0,work for a medium-sized company,  Front-End Web Developer,English,,"some college credit, no degree",8000.0
1044,337be896df04d27ec9320db93b484020,44.0,,Poland,,Not working but looking for work,30000.0,male,,work for a medium-sized company,  Front-End Web Developer,Polish,,some high school,
1045,f5ded60ce38828d2579060ba7af1a156,41.0,1.0,India,software development and IT,Self-employed business owner,,male,100000.0,freelance ,,Telugu,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
1046,031287248a4fe80dc63402a1f2899513,30.0,,Belgium,,Employed for wages,,male,120000.0,start your own business,,French,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
1047,f3c3885a420f4fb1ee65becca3e82f6a,22.0,,Pakistan,,Not working but looking for work,,male,,start your own business,,Urdu,,bachelor's degree,
1048,c2cb61b8c54f6fe3582d1744eff9a25d,34.0,1.0,United States of America,software development and IT,Employed for wages,60000.0,male,35000.0,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,60000.0
1049,6c00979daea7d1630394a643d6b829d5,36.0,,Spain,software development and IT,Employed for wages,,male,28000.0,,,Spanish,,"professional degree (MBA, MD, JD, etc.)",
1050,68ef1393290af6a3f824275b19e5202f,46.0,,United Kingdom,,Not working and not looking for work,,female,,freelance ,,English,,bachelor's degree,
1051,e315f0d870ed1c278d3d9f6694ed00db,42.0,2.0,Japan,education,Self-employed business owner,,male,20000.0,start your own business,,English,married or domestic partnership,master's degree (non-professional),
1052,b9314a3f3f160270437fbcf8c54ff246,29.0,,Portugal,,Military,,male,,start your own business,,Portuguese,,master's degree (non-professional),
1053,126c98ddc6cdeb7eab265e1f87d66447,25.0,,Sri Lanka,,Doing an unpaid internship,,male,,,,Sinhalese,,bachelor's degree,
1054,06ec002b50fc4894f8692064aba02d8b,19.0,,Australia,food and beverage,Employed for wages,70000.0,male,20000.0,work for a multinational corporation,Back-End Web Developer,English,,high school diploma or equivalent (GED),
1055,801fca60dcf7a1ce27c95df02756e477,32.0,3.0,Poland,,Not working but looking for work,,male,,freelance ,,Polish,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
1056,ad2ba8a32e749d9c9295db92b471a268,30.0,,Australia,,,50000.0,male,,work for a medium-sized company,Full-Stack Web Developer,English,,bachelor's degree,
1057,75de76d5bca9f4b41758d73b1d795c9d,36.0,,France,software development and IT,Self-employed freelancer,,male,10000.0,freelance ,,French,,"some college credit, no degree",
1058,b43e53eba703106a8a6a81ff7c9cf664,26.0,,India,software development and IT,Employed for wages,,female,13000.0,,,English,"single, never married",bachelor's degree,
1059,66a3f87543a16bf866d4617380108d06,21.0,,United Kingdom,software development and IT,Employed for wages,,agender,26000.0,,,English,,bachelor's degree,25000.0
1060,6999f76ef5c06bdf097b890520723a9b,33.0,1.0,Sweden,education,Employed for wages,60000.0,male,38000.0,work for a multinational corporation,  DevOps / SysAdmin,Swedish,married or domestic partnership,"trade, technical, or vocational training",
1061,553a5994227ecf88084b48bfeaf19213,20.0,,India,,Not working but looking for work,,male,,start your own business,,Hindi,,some high school,
1062,7593a3b76756405521fc13875f530fea,27.0,,India,software development and IT,Self-employed freelancer,,male,,freelance ,,English,married or domestic partnership,bachelor's degree,
1063,9cf4e1facc213ab3c0b2cdb5305a618b,30.0,2.0,United States of America,,,,female,,start your own business,,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",
1064,0447d71b243178d6c252ce1ef1fa4cd0,21.0,,Brazil,,Not working but looking for work,40000.0,male,,work for a multinational corporation,  Data Scientist / Data Engineer,Portuguese,,"some college credit, no degree",
1065,26b33914a4702637dc5b939c8f1ab116,26.0,,Ukraine,software development and IT,Employed for wages,,male,15000.0,,,Ukrainian,,master's degree (non-professional),
1066,60a9cc28c026775f3ed4dc889bd26396,40.0,2.0,Canada,,Employed for wages,,male,,,,English,married or domestic partnership,Ph.D.,
1067,89aef12af3e9bdaa0f2eb15d066e38a5,,,Algeria,,,,male,,work for a medium-sized company,  Front-End Web Developer,Arabic,,some high school,
1068,643e6908311d742fcc9546d32e5ee1f9,34.0,2.0,United States of America,health care,Employed for wages,80000.0,male,38000.0,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,some high school,
